QuarterEnd,X1_Scrap_Price,X2_Electricity_Price,X3_Natural_Gas_Price,X4_Diesel_Price,X5_Rail_Price,X7_Hourly_Wage,X10_Graphite_Price,X13_PPI_All_Commodities,X8_US_Scrap_Exports,X9_US_Dollar_Index,X6_Disaster_Cost_Sum,X6_Disaster_Event_Count,X11_Economic_Policy_Uncertainty
1991-09-30,,,,,,,103.56666666666666,116.13333333333333,,,0.0,0.0,102.3551737467448
1991-12-31,,,,,,,101.93333333333334,116.23333333333335,,,0.0,0.0,139.91476694742838
1992-03-31,,,,,,,102.33333333333333,115.89999999999999,,,0.0,0.0,122.59673309326172
1992-06-30,,,,,,,103.86666666666667,117.16666666666667,,,0.0,0.0,96.94273630777995
1992-09-30,,,,,,,105.96666666666665,117.86666666666667,,,0.0,0.0,127.82117970784505
1992-12-31,,,,,,,106.3,117.83333333333333,,,0.0,0.0,119.09213002522786
1993-03-31,,,,,,,108.96666666666665,118.36666666666667,,,0.0,0.0,100.07930501302083
1993-06-30,,,,,,,109.09999999999998,119.5,,,0.0,0.0,114.61231231689453
1993-09-30,,,,,,,111.66666666666667,118.86666666666667,,,0.0,0.0,112.70215352376302
1993-12-31,,,,,,,112.0,118.89999999999999,,,0.0,0.0,81.78401184082031
1994-03-31,,,,,,,115.86666666666667,119.36666666666667,,,0.0,0.0,87.2217788696289
1994-06-30,,,,,,,115.86666666666667,120.03333333333335,,,0.0,0.0,96.10907491048177
1994-09-30,,,,,,,117.7,120.96666666666665,,,0.0,0.0,83.24095153808594
1994-12-31,,,,,,,118.03333333333335,121.43333333333334,,,0.0,0.0,83.7122294108073
1995-03-31,,,,,,,118.53333333333335,123.43333333333334,,,0.0,0.0,103.13603210449219
1995-06-30,,,,,,,121.8,124.93333333333334,,,0.0,0.0,69.70686848958333
1995-09-30,,,,,,,122.73333333333333,125.2,,,0.0,0.0,69.3072878519694
1995-12-31,,,,,,,122.43333333333334,125.46666666666665,,,0.0,0.0,90.59207916259766
1996-03-31,,,,,,,125.39999999999999,126.3,,,0.0,0.0,86.7433598836263
1996-06-30,,,,,,,128.5,127.83333333333333,,,0.0,0.0,71.74453481038411
1996-09-30,,,,,,,129.46666666666667,128.16666666666666,,,0.0,0.0,79.10728708902995
1996-12-31,,,,,100.0,,129.9333333333333,128.4333333333333,,,0.0,0.0,65.73826217651367
1997-03-31,,,2.4966666666666666,,100.0,,134.63333333333333,128.5,,,0.0,0.0,79.32811228434245
1997-06-30,,,2.16,,100.3,,137.70000000000002,127.2,,,0.0,0.0,77.15065511067708
1997-09-30,,,2.52,,100.73333333333333,,138.06666666666666,127.2,,,0.0,0.0,63.345174153645836
1997-12-31,,,2.81,,100.93333333333334,,138.6,127.5,,,0.0,0.0,94.20396169026692
1998-03-31,,,2.186666666666667,,101.73333333333333,,138.93333333333334,125.03333333333335,,,0.0,0.0,97.48361460367839
1998-06-30,,,2.2466666666666666,,101.7,,139.23333333333335,124.93333333333334,,,0.0,0.0,78.49072265625
1998-09-30,,,2.013333333333333,,101.73333333333333,,138.33333333333334,124.3,,,0.0,0.0,133.6409454345703
1998-12-31,,,1.9166666666666667,,101.56666666666666,,132.4,123.46666666666665,,,0.0,0.0,123.14098866780598
1999-03-31,,,1.8033333333333335,,100.96666666666665,,131.9,122.60000000000001,,,0.0,0.0,95.11556752522786
1999-06-30,,,2.2366666666666664,,101.3,,129.96666666666667,124.5,,,0.0,0.0,69.82999420166016
