"Date","Price","Open","High","Low","Vol.","Change %"
"01/04/2021","179.63","179.63","179.63","179.63","0.07K","7.63%"
"01/03/2021","166.90","166.90","166.90","166.90","0.11K","0.78%"
"01/02/2021","165.61","165.61","165.61","165.61","0.08K","-1.50%"
"01/01/2021","168.13","164.44","164.44","164.44","0.11K","7.89%"
"01/12/2020","155.84","155.84","155.84","155.84","0.04K","25.05%"
"01/11/2020","124.62","124.62","124.62","124.62","0.10K","3.69%"
"01/10/2020","120.19","120.19","120.19","120.19","0.08K","-3.06%"
"01/09/2020","123.98","123.98","123.98","123.98","","1.18%"
"01/08/2020","122.53","122.53","122.53","122.53","","12.52%"
"01/07/2020","108.90","108.90","108.90","108.90","","5.78%"
"01/06/2020","102.95","102.95","102.95","102.95","0.00K","11.84%"
"01/05/2020","92.05","92.05","92.05","92.05","","9.79%"
"01/04/2020","83.84","83.84","83.84","83.84","0.14K","-4.75%"
"01/03/2020","88.02","88.02","88.02","88.02","0.18K","1.80%"
"01/02/2020","86.46","86.46","86.46","86.46","0.02K","-6.47%"
"01/01/2020","92.44","92.44","92.44","92.44","","0.99%"
"01/12/2019","91.53","91.53","91.53","91.53","0.02K","8.09%"
"01/11/2019","84.68","84.68","84.68","84.68","","-5.44%"
"01/10/2019","89.55","89.55","89.55","89.55","0.04K","-3.62%"
"01/09/2019","92.91","92.91","92.91","92.91","0.07K","2.20%"
"01/08/2019","90.91","90.91","90.91","90.91","0.05K","-24.25%"
"01/07/2019","120.02","120.02","120.02","120.02","","9.93%"
"01/06/2019","109.18","109.18","109.18","109.18","0.10K","10.55%"
"01/05/2019","98.76","98.76","98.76","98.76","","5.92%"
"01/04/2019","93.24","93.24","93.24","93.24","","8.80%"
"01/03/2019","85.70","85.70","85.70","85.70","0.03K","-1.87%"
"01/02/2019","87.33","86.99","86.99","86.99","0.00K","14.86%"
"01/01/2019","76.03","76.03","76.03","76.03","1.99K","9.87%"
"01/12/2018","69.20","66.77","66.81","66.77","0.00K","-4.26%"
"01/11/2018","72.28","72.28","72.28","72.28","0.03K","-0.73%"
"01/10/2018","72.81","72.81","72.81","72.81","0.23K","5.94%"
"01/09/2018","68.73","68.73","68.73","68.73","0.06K","2.34%"
"01/08/2018","67.16","67.16","67.16","67.16","0.01K","4.37%"
"01/07/2018","64.35","64.35","64.35","64.35","0.09K","-0.69%"
"01/06/2018","64.80","64.80","64.80","64.80","0.10K","-1.74%"
"01/05/2018","65.95","65.95","65.95","65.95","0.12K","1.04%"
"01/04/2018","65.27","65.27","65.27","65.27","0.16K","-6.36%"
"01/03/2018","69.70","76.52","76.52","76.52","0.09K","-10.02%"
"01/02/2018","77.46","74.55","74.55","74.55","0.02K","2.11%"
"01/01/2018","75.86","75.86","75.86","75.86","0.17K","6.43%"
"01/12/2017","71.28","71.28","71.28","71.28","","12.50%"
"01/11/2017","63.36","63.36","63.36","63.36","0.20K","5.06%"
"01/10/2017","60.31","60.31","60.31","60.31","0.08K","-13.56%"
"01/09/2017","69.77","72.00","72.00","70.15","0.45K","-7.11%"
"01/08/2017","75.11","73.62","74.25","73.62","0.52K","13.42%"
"01/07/2017","66.22","62.28","62.28","62.28","1.76K","18.23%"
"01/06/2017","56.01","56.01","56.01","56.01","0.32K","-7.74%"
"01/05/2017","60.71","60.71","60.71","60.71","0.52K","-13.23%"
"01/04/2017","69.97","69.97","69.97","69.97","0.61K","-19.43%"
"01/03/2017","86.84","86.80","89.62","84.42","1.59K","-1.40%"
"01/02/2017","88.07","84.00","87.47","79.57","0.93K","9.54%"
"01/01/2017","80.40","76.35","82.00","76.05","0.49K","0.82%"
"01/12/2016","79.75","71.10","81.35","71.10","0.96K","10.38%"
"01/11/2016","72.25","72.71","73.62","68.78","2.78K","15.10%"
"01/10/2016","62.77","56.50","58.00","56.50","1.63K","10.84%"
"01/09/2016","56.63","56.93","56.93","56.67","0.68K","-6.29%"
"01/08/2016","60.43","59.68","60.63","59.68","1.73K","6.75%"
"01/07/2016","56.61","52.60","53.57","52.60","1.68K","10.22%"
"01/06/2016","51.36","50.15","50.15","50.15","1.17K","-5.74%"
"01/05/2016","54.49","54.49","54.49","54.49","0.79K","-8.54%"
"01/04/2016","59.58","52.65","60.30","52.65","1.17K","7.31%"
"01/03/2016","55.52","49.64","55.07","49.64","1.36K","19.84%"
"01/02/2016","46.33","45.01","45.01","45.01","0.17K","12.53%"
"01/01/2016","41.17","41.14","41.14","41.14","1.40K","4.02%"
"01/12/2015","39.58","39.00","39.00","39.00","1.08K","-14.14%"
"01/11/2015","46.10","47.45","47.45","46.35","2.13K","-12.85%"
"01/10/2015","52.90","52.98","53.00","52.98","0.96K","-6.12%"
"01/09/2015","56.35","56.35","56.35","56.35","0.45K","1.94%"
"01/08/2015","55.28","55.28","55.28","55.28","0.97K","7.32%"
"01/07/2015","51.51","51.51","50.35","50.50","0.77K","-17.36%"
"01/06/2015","62.33","62.33","62.33","62.33","0.51K","3.21%"
"01/05/2015","60.39","60.39","60.39","60.39","0.43K","17.58%"
"01/04/2015","51.36","51.36","51.36","51.36","0.50K","-9.80%"
"01/03/2015","56.94","56.94","56.94","56.94","","-9.06%"
"01/02/2015","62.61","62.61","62.61","62.61","","-6.83%"
"01/01/2015","67.20","67.20","67.20","67.20","0.05K","-2.50%"
"01/12/2014","68.92","68.92","68.92","68.92","0.04K","-5.76%"
"01/11/2014","73.13","73.13","73.13","74.00","0.20K","-8.68%"
"01/10/2014","80.08","80.08","80.08","80.08","0.40K","-2.66%"
"01/09/2014","82.27","82.27","83.50","84.00","0.07K","-11.39%"
"01/08/2014","92.84","92.84","92.84","95.50","0.01K","-3.34%"
"01/07/2014","96.05","96.05","96.05","96.05","0.10K","3.57%"
"01/06/2014","92.74","92.74","92.74","91.25","0.10K","-8.08%"
"01/05/2014","100.89","103.48","106.25","101.50","0.03K","-11.95%"
"01/04/2014","114.58","114.58","114.58","115.75","0.11K","2.46%"
"01/03/2014","111.83","113.27","113.27","111.00","0.21K","-7.86%"
"01/02/2014","121.37","121.37","122.50","121.75","0.08K","-1.03%"
"01/01/2014","122.63","122.63","122.63","128.50","0.28K","-9.69%"
"01/12/2013","135.79","135.79","135.79","136.50","0.07K","-0.39%"
"01/11/2013","136.32","136.32","133.00","136.32","0.25K","2.83%"
"01/10/2013","132.57","132.57","132.57","132.57","0.31K","-1.21%"
"01/09/2013","134.19","134.19","134.19","133.00","0.02K","-2.09%"
"01/08/2013","137.05","137.50","137.50","137.50","0.09K","7.55%"
"01/07/2013","127.43","124.50","125.25","121.00","0.53K","11.05%"
"01/06/2013","114.75","111.75","115.75","111.50","0.27K","-7.95%"
"01/05/2013","124.66","124.66","124.66","126.00","0.07K","-9.30%"
"01/04/2013","137.44","137.44","137.44","137.44","0.02K","-1.74%"
"01/03/2013","139.87","139.87","139.87","139.87","","-9.55%"
"01/02/2013","154.64","154.64","154.64","154.64","","2.51%"
"01/01/2013","150.86","150.86","150.86","150.86","0.07K","17.36%"
"01/12/2012","128.55","128.55","128.55","128.55","0.08K","6.81%"
"01/11/2012","120.35","120.35","120.35","120.35","0.02K","5.62%"
"01/10/2012","113.95","113.95","113.95","113.95","0.03K","14.87%"
"01/09/2012","99.20","99.20","99.20","99.20","","-7.98%"
"01/08/2012","107.80","107.80","107.80","107.80","0.00K","-15.72%"
"01/07/2012","127.90","127.90","127.90","127.90","","-4.98%"
"01/06/2012","134.60","134.60","134.60","134.60","","-1.25%"
"01/05/2012","136.30","136.30","136.30","136.30","","-7.66%"
"01/04/2012","147.60","147.60","147.60","147.60","","2.07%"
"01/03/2012","144.60","144.60","144.60","144.60","","2.99%"
"01/02/2012","140.40","140.40","140.40","140.40","","0.00%"
"01/01/2012","140.40","140.40","140.40","140.40","","3.01%"
"01/12/2011","136.30","136.30","136.30","136.30","","0.59%"
"01/11/2011","135.50","135.50","135.50","135.50","","-9.91%"
"01/10/2011","150.40","150.40","150.40","150.40","","-15.27%"
"01/09/2011","177.50","177.50","177.50","177.50","","0.06%"
"01/08/2011","177.40","177.40","177.40","177.40","","2.48%"
"01/07/2011","173.10","173.10","173.10","173.10","","5.55%"
"01/06/2011","164.00","164.00","164.00","164.00","","-2.73%"
"01/05/2011","168.60","168.60","168.60","168.60","","-5.86%"
"01/04/2011","179.10","179.10","179.10","179.10","","2.93%"
"01/03/2011","174.00","174.00","174.00","174.00","","-7.05%"
"01/02/2011","187.20","187.20","187.20","187.20","","4.23%"
"01/01/2011","179.60","179.60","179.60","179.60","","6.71%"
"01/12/2010","168.30","168.30","168.30","168.30","","4.86%"
"01/11/2010","160.50","160.50","160.50","160.50","","8.81%"
