"Date","Price","Open","High","Low","Vol.","Change %"
"01/03/2022","158.81","158.81","158.81","158.81","0.34K","16.34%"
"01/02/2022","136.50","136.50","136.50","136.50","0.50K","-1.12%"
"01/01/2022","138.04","138.04","138.04","138.04","1.11K","14.84%"
"01/12/2021","120.20","120.20","120.20","120.20","0.20K","17.23%"
"01/11/2021","102.53","102.53","102.53","102.53","0.84K","-2.52%"
"01/10/2021","105.18","105.18","105.18","105.18","0.04K","-10.10%"
"01/09/2021","117.00","117.00","117.00","117.00","0.23K","-21.46%"
"01/08/2021","148.96","158.54","161.91","158.54","0.21K","-16.77%"
"01/07/2021","178.97","202.75","202.75","202.75","0.23K","-15.23%"
"01/06/2021","211.13","211.13","211.13","211.13","0.44K","14.35%"
"01/05/2021","184.63","184.63","184.63","184.63","0.33K","0.27%"
"01/04/2021","184.14","184.14","184.14","184.14","0.27K","13.52%"
"01/03/2021","162.21","162.21","162.21","162.21","0.40K","-6.08%"
"01/02/2021","172.71","172.71","172.71","172.71","0.27K","11.28%"
"01/01/2021","155.20","161.09","161.09","161.09","0.30K","-1.87%"
"01/12/2020","158.15","158.15","158.15","158.15","0.79K","22.30%"
"01/11/2020","129.31","129.31","129.31","129.31","0.77K","11.23%"
"01/10/2020","116.25","116.25","116.25","116.25","0.49K","-4.04%"
"01/09/2020","121.15","121.15","121.15","121.15","0.62K","-0.85%"
"01/08/2020","122.19","122.19","122.19","122.19","0.77K","15.35%"
"01/07/2020","105.93","105.93","105.93","105.93","0.56K","7.60%"
"01/06/2020","98.45","98.45","98.45","98.45","0.81K","-1.06%"
"01/05/2020","99.50","99.50","99.50","99.50","0.70K","20.80%"
"01/04/2020","82.37","82.37","82.37","82.37","0.87K","-0.39%"
"01/03/2020","82.69","83.54","83.54","83.54","2.37K","-0.29%"
"01/02/2020","82.93","82.93","82.93","82.93","0.72K","1.94%"
"01/01/2020","81.35","81.35","81.35","81.35","0.63K","-10.53%"
"01/12/2019","90.92","90.92","90.92","90.92","0.76K","5.71%"
"01/11/2019","86.01","86.01","86.01","86.01","0.84K","3.94%"
"01/10/2019","82.75","82.75","82.75","82.75","1.21K","-10.29%"
"01/09/2019","92.24","92.24","92.24","92.24","1.78K","8.98%"
"01/08/2019","84.64","84.64","84.64","84.64","1.49K","-26.75%"
"01/07/2019","115.55","115.55","115.55","115.55","1.91K","2.35%"
"01/06/2019","112.90","112.90","112.90","112.90","1.99K","15.49%"
"01/05/2019","97.76","97.76","97.76","97.76","2.93K","4.23%"
"01/04/2019","93.79","93.79","93.79","93.79","2.11K","8.59%"
"01/03/2019","86.37","86.37","86.37","86.37","2.69K","3.52%"
"01/02/2019","83.43","86.89","92.00","86.00","1.85K","-1.21%"
"01/01/2019","84.45","72.29","73.60","72.29","4.80K","18.44%"
"01/12/2018","71.30","71.30","71.30","71.30","0.80K","10.08%"
"01/11/2018","64.77","71.50","71.50","63.73","2.29K","-12.43%"
"01/10/2018","73.96","73.96","73.96","73.96","2.48K","8.59%"
"01/09/2018","68.11","68.11","68.11","68.11","0.30K","3.15%"
"01/08/2018","66.03","66.03","66.03","66.03","2.56K","-2.42%"
"01/07/2018","67.67","67.29","67.75","67.29","1.86K","4.54%"
"01/06/2018","64.73","64.73","64.73","64.73","1.55K","-0.23%"
"01/05/2018","64.88","65.10","65.10","65.10","2.08K","-1.17%"
"01/04/2018","65.65","65.65","65.65","65.65","1.70K","1.17%"
"01/03/2018","64.89","75.71","75.71","72.92","2.34K","-16.83%"
"01/02/2018","78.02","74.32","77.41","74.32","0.81K","8.29%"
"01/01/2018","72.05","72.60","72.60","72.10","0.23K","-0.48%"
"01/12/2017","72.40","67.00","70.88","67.00","0.25K","6.22%"
"01/11/2017","68.16","61.73","63.35","61.73","1.06K","16.12%"
"01/10/2017","58.70","61.79","61.79","59.15","0.10K","-5.97%"
"01/09/2017","62.43","73.23","73.23","68.76","0.52K","-18.74%"
"01/08/2017","76.83","73.00","73.35","71.94","0.86K","6.24%"
"01/07/2017","72.32","72.32","72.32","72.32","1.14K","14.36%"
"01/06/2017","63.24","55.15","63.21","55.15","1.30K","14.92%"
"01/05/2017","55.03","60.21","62.57","58.30","2.06K","-19.07%"
"01/04/2017","68.00","72.99","73.51","66.29","2.12K","-13.84%"
"01/03/2017","78.92","82.60","88.40","78.56","2.89K","-9.05%"
"01/02/2017","86.77","79.48","91.12","76.40","1.73K","5.51%"
"01/01/2017","82.24","71.33","81.95","71.33","1.99K","9.22%"
"01/12/2016","75.30","71.50","79.80","70.25","3.83K","7.91%"
"01/11/2016","69.78","73.25","78.19","72.95","7.21K","13.21%"
"01/10/2016","61.64","55.48","60.80","55.48","2.67K","11.97%"
"01/09/2016","55.05","56.76","56.76","55.80","3.17K","-3.73%"
"01/08/2016","57.18","59.35","59.48","59.35","3.78K","-0.03%"
"01/07/2016","57.20","57.20","57.20","57.20","2.81K","7.82%"
"01/06/2016","53.05","49.61","49.61","49.55","2.25K","12.30%"
"01/05/2016","47.24","47.24","47.24","47.24","1.97K","-25.93%"
"01/04/2016","63.78","50.75","51.50","50.75","2.98K","21.93%"
"01/03/2016","52.31","49.40","55.50","49.02","4.18K","9.12%"
"01/02/2016","47.94","45.79","46.05","45.79","2.93K","13.93%"
"01/01/2016","42.08","38.18","40.00","38.18","5.87K","-0.85%"
"01/12/2015","42.44","36.64","42.41","36.64","4.39K","3.94%"
"01/11/2015","40.83","45.19","45.19","42.55","4.86K","-15.29%"
"01/10/2015","48.20","48.56","48.56","47.92","3.39K","-7.89%"
"01/09/2015","52.33","55.00","55.00","55.00","3.28K","-1.13%"
"01/08/2015","52.93","52.93","52.93","52.93","2.41K","-0.49%"
"01/07/2015","53.19","53.19","47.20","47.15","3.39K","-3.54%"
"01/06/2015","55.14","55.14","55.14","55.14","2.95K","-7.33%"
"01/05/2015","59.50","59.50","59.50","59.50","2.35K","9.17%"
"01/04/2015","54.50","54.50","54.50","54.50","2.59K","6.34%"
"01/03/2015","51.25","51.25","51.25","51.25","3.15K","-18.43%"
"01/02/2015","62.83","62.83","62.83","62.83","0.17K","1.44%"
"01/01/2015","61.94","61.94","61.94","61.94","0.08K","-13.77%"
"01/12/2014","71.83","71.83","69.17","71.83","0.12K","-0.58%"
"01/11/2014","72.25","70.75","70.75","70.00","0.12K","-8.54%"
"01/10/2014","79.00","79.00","79.35","79.00","0.12K","1.54%"
"01/09/2014","77.80","77.80","83.00","81.75","0.36K","-11.47%"
"01/08/2014","87.88","87.88","87.65","95.00","0.09K","-8.22%"
"01/07/2014","95.75","95.75","96.50","96.00","0.48K","2.22%"
"01/06/2014","93.67","93.67","90.75","89.50","0.12K","0.45%"
"01/05/2014","93.25","100.25","104.75","97.50","0.18K","-11.61%"
"01/04/2014","105.50","112.50","114.25","112.00","0.23K","-10.34%"
"01/03/2014","117.67","112.50","114.25","108.00","0.96K","1.59%"
"01/02/2014","115.83","115.95","121.25","115.95","0.65K","-3.43%"
"01/01/2014","119.94","119.94","125.50","124.50","0.72K","-10.16%"
"01/12/2013","133.50","133.50","132.75","132.25","0.46K","-1.16%"
"01/11/2013","135.06","132.50","134.50","132.50","0.60K","3.65%"
"01/10/2013","130.31","130.31","130.31","128.25","0.50K","0.24%"
"01/09/2013","130.00","128.75","129.00","127.00","0.31K","-3.08%"
"01/08/2013","134.13","133.50","136.50","133.50","0.62K","6.66%"
"01/07/2013","125.75","121.50","125.50","118.00","0.73K","8.56%"
"01/06/2013","115.83","109.00","116.50","107.25","0.82K","4.59%"
"01/05/2013","110.75","119.50","121.00","111.50","0.50K","-14.64%"
"01/04/2013","129.75","129.75","129.75","129.75","0.09K","-5.06%"
"01/03/2013","136.67","136.67","136.67","136.67","0.18K","-8.32%"
"01/02/2013","149.08","149.08","149.08","149.08","0.11K","-0.86%"
"01/01/2013","150.38","150.38","150.38","150.38","0.04K","4.67%"
"01/12/2012","143.67","143.67","143.67","143.67","0.16K","28.56%"
"01/11/2012","111.75","111.75","111.75","111.75","0.37K","-3.73%"
"01/10/2012","116.08","116.08","116.08","116.08","0.03K","9.72%"
"01/09/2012","105.80","105.80","105.80","105.80","0.03K","16.91%"
"01/08/2012","90.50","90.50","90.50","90.50","0.02K","-25.14%"
"01/07/2012","120.90","120.90","120.90","120.90","","-8.89%"
"01/06/2012","132.70","132.70","132.70","132.70","0.02K","0.30%"
"01/05/2012","132.30","132.30","132.30","132.30","0.07K","-6.96%"
"01/04/2012","142.20","142.20","142.20","142.20","0.02K","-1.66%"
"01/03/2012","144.60","144.60","144.60","144.60","0.02K","3.06%"
"01/02/2012","140.30","140.30","140.30","140.30","","-3.77%"
"01/01/2012","145.80","145.80","145.80","145.80","0.02K","6.04%"
"01/12/2011","137.50","137.50","137.50","137.50","","2.38%"
"01/11/2011","134.30","134.30","134.30","134.30","","5.66%"
"01/10/2011","127.10","127.10","127.10","127.10","","-19.56%"
"01/09/2011","158.00","158.00","158.00","158.00","","-11.48%"
"01/08/2011","178.50","178.50","178.50","178.50","","1.88%"
"01/07/2011","175.20","175.20","175.20","175.20","","7.48%"
"01/06/2011","163.00","163.00","163.00","163.00","","-3.15%"
"01/05/2011","168.30","168.30","168.30","168.30","","-1.58%"
"01/04/2011","171.00","171.00","171.00","171.00","","1.79%"
"01/03/2011","168.00","168.00","168.00","168.00","","-3.72%"
"01/02/2011","174.50","174.50","174.50","174.50","","-5.16%"
"01/01/2011","184.00","184.00","184.00","184.00","","8.24%"
"01/12/2010","170.00","170.00","170.00","170.00","","3.72%"
"01/11/2010","163.90","163.90","163.90","163.90","","12.18%"
