Year,Month,News_Based_Policy_Uncert_Index
2014,12.0,87.41532135009766
2014,11.0,93.18595123291016
2014,10.0,113.33457946777344
2014,9.0,86.21659088134766
2014,8.0,63.87733459472656
2014,7.0,78.5060043334961
2014,6.0,85.96846771240234
2014,5.0,102.01504516601562
2014,4.0,96.9934310913086
2014,3.0,101.01873016357422
2014,2.0,93.3692855834961
2014,1.0,107.70513916015625
2013,12.0,115.02074432373047
2013,11.0,89.91516876220703
2013,10.0,225.37330627441406
2013,9.0,179.8897247314453
2013,8.0,108.75836944580078
2013,7.0,91.43748474121094
2013,6.0,126.6258544921875
2013,5.0,109.02803802490234
2013,4.0,135.44058227539062
2013,3.0,146.1158447265625
2013,2.0,128.5625
2013,1.0,199.35894775390625
2012,12.0,214.9519500732422
2012,11.0,205.8646697998047
2012,10.0,166.12840270996094
2012,9.0,182.10719299316406
2012,8.0,142.95529174804688
2012,7.0,180.8035430908203
2012,6.0,197.46096801757812
2012,5.0,135.8798370361328
2012,4.0,96.96967315673828
2012,3.0,98.74810791015625
2012,2.0,119.43543243408203
2012,1.0,154.41802978515625
2011,12.0,183.088623046875
2011,11.0,143.7145538330078
2011,10.0,137.83924865722656
2011,9.0,214.4261016845703
2011,8.0,283.66558837890625
2011,7.0,207.16030883789062
2011,6.0,139.03790283203125
2011,5.0,84.54916381835938
2011,4.0,124.8465805053711
2011,3.0,153.8417205810547
2011,2.0,104.56236267089844
2011,1.0,111.49281311035156
2010,12.0,151.5533447265625
2010,11.0,175.0442657470703
2010,10.0,154.76275634765625
2010,9.0,186.74122619628906
2010,8.0,127.2281723022461
2010,7.0,196.94723510742188
2010,6.0,129.73219299316406
2010,5.0,147.76324462890625
2010,4.0,123.70220184326172
2010,3.0,124.6875
2010,2.0,116.72154998779297
2010,1.0,136.86386108398438
2009,12.0,108.3960952758789
2009,11.0,99.77926635742188
2009,10.0,86.24175262451172
2009,9.0,99.00963592529297
2009,8.0,111.1743392944336
2009,7.0,104.35511016845703
2009,6.0,112.47264099121094
2009,5.0,125.94462585449219
2009,4.0,107.92725372314453
2009,3.0,167.99122619628906
2009,2.0,202.54795837402344
2009,1.0,184.8178253173828
2008,12.0,157.82867431640625
2008,11.0,162.71337890625
2008,10.0,241.77227783203125
2008,9.0,238.171875
2008,8.0,81.1630859375
2008,7.0,115.10272216796875
2008,6.0,89.13687896728516
2008,5.0,88.67343139648438
2008,4.0,98.19770812988281
2008,3.0,114.47457122802734
2008,2.0,108.31473541259766
2008,1.0,177.04220581054688
2007,12.0,116.99089813232422
2007,11.0,106.566162109375
2007,10.0,90.64006805419922
2007,9.0,109.89265441894531
2007,8.0,90.00729370117188
2007,7.0,44.782752990722656
2007,6.0,68.75923919677734
2007,5.0,71.13732147216797
2007,4.0,59.84138870239258
2007,3.0,72.52986145019531
2007,2.0,50.86001968383789
2007,1.0,74.51002502441406
2006,12.0,51.039039611816406
2006,11.0,49.59912872314453
2006,10.0,55.62950897216797
2006,9.0,61.751346588134766
2006,8.0,71.51509857177734
2006,7.0,84.47445678710938
2006,6.0,82.5862808227539
2006,5.0,67.8097915649414
2006,4.0,81.65171813964844
2006,3.0,55.00807571411133
2006,2.0,69.49174499511719
2006,1.0,75.07923889160156
2005,12.0,70.0267562866211
2005,11.0,60.06785202026367
2005,10.0,79.82999420166016
2005,9.0,105.76985931396484
2005,8.0,59.61723327636719
2005,7.0,71.93954467773438
2005,6.0,82.00558471679688
2005,5.0,75.09077453613281
2005,4.0,78.39586639404297
2005,3.0,49.30863571166992
2005,2.0,51.69568634033203
2005,1.0,66.73433685302734
2004,12.0,66.53287506103516
2004,11.0,96.69577026367188
2004,10.0,118.34144592285156
2004,9.0,108.50958251953125
2004,8.0,84.44986724853516
2004,7.0,88.95649719238281
2004,6.0,85.27448272705078
2004,5.0,97.2080307006836
2004,4.0,79.72691345214844
2004,3.0,84.33090209960938
2004,2.0,88.90148162841797
2004,1.0,88.277587890625
2003,12.0,90.34359741210938
2003,11.0,78.69609069824219
2003,10.0,78.58598327636719
2003,9.0,109.553955078125
2003,8.0,91.71417236328125
2003,7.0,103.74824523925781
2003,6.0,110.69554901123047
2003,5.0,122.30982208251953
2003,4.0,176.57984924316406
2003,3.0,224.64720153808594
2003,2.0,161.759765625
2003,1.0,185.59161376953125
2002,12.0,160.4113311767578
2002,11.0,162.22140502929688
2002,10.0,128.97361755371094
2002,9.0,149.8481903076172
2002,8.0,136.1190643310547
2002,7.0,139.6611328125
2002,6.0,111.14994812011719
2002,5.0,98.64002990722656
2002,4.0,106.1646499633789
2002,3.0,97.51299285888672
2002,2.0,104.60943603515625
2002,1.0,148.44973754882812
2001,12.0,149.7089385986328
2001,11.0,172.48883056640625
2001,10.0,247.29428100585938
2001,9.0,272.7644958496094
2001,8.0,95.39997100830078
2001,7.0,120.29459381103516
2001,6.0,93.46123504638672
2001,5.0,117.4362564086914
2001,4.0,148.7580108642578
2001,3.0,137.37417602539062
2001,2.0,128.62564086914062
2001,1.0,142.61412048339844
2000,12.0,149.44851684570312
2000,11.0,166.18405151367188
2000,10.0,89.9134521484375
2000,9.0,73.55099487304688
2000,8.0,58.90645980834961
2000,7.0,86.65835571289062
2000,6.0,109.584228515625
2000,5.0,118.1432113647461
2000,4.0,70.59974670410156
2000,3.0,73.29862213134766
2000,2.0,73.36519622802734
2000,1.0,88.98869323730469
1999,12.0,79.32242584228516
1999,11.0,76.31718444824219
1999,10.0,65.33708190917969
1999,9.0,77.49834442138672
1999,8.0,77.02532958984375
1999,7.0,86.52993774414062
1999,6.0,74.92562866210938
1999,5.0,64.77645874023438
1999,4.0,69.78789520263672
1999,3.0,67.02757263183594
1999,2.0,94.99628448486328
1999,1.0,123.32284545898438
1998,12.0,110.89498138427734
1998,11.0,113.50474548339844
1998,10.0,145.0232391357422
1998,9.0,169.0372772216797
1998,8.0,130.467041015625
1998,7.0,101.41851806640625
1998,6.0,80.88773345947266
1998,5.0,80.12715148925781
1998,4.0,74.45728302001953
1998,3.0,83.34761810302734
1998,2.0,101.14946746826172
1998,1.0,107.9537582397461
1997,12.0,103.69952392578125
1997,11.0,85.98280334472656
1997,10.0,92.92955780029297
1997,9.0,54.414302825927734
1997,8.0,58.91501998901367
1997,7.0,76.7061996459961
1997,6.0,84.47803497314453
1997,5.0,75.86949920654297
1997,4.0,71.10443115234375
1997,3.0,70.45269012451172
1997,2.0,92.08613586425781
1997,1.0,75.44551086425781
1996,12.0,67.17334747314453
1996,11.0,74.3711929321289
1996,10.0,55.67024612426758
1996,9.0,78.98076629638672
1996,8.0,88.64742279052734
1996,7.0,69.69367218017578
1996,6.0,82.24293518066406
1996,5.0,62.10961151123047
1996,4.0,70.88105773925781
1996,3.0,76.63046264648438
1996,2.0,82.02139282226562
1996,1.0,101.5782241821289
1995,12.0,90.67060089111328
1995,11.0,101.20011901855469
1995,10.0,79.905517578125
1995,9.0,70.38091278076172
1995,8.0,55.88801193237305
1995,7.0,81.65293884277344
1995,6.0,75.8233871459961
1995,5.0,67.30165100097656
1995,4.0,65.99556732177734
1995,3.0,86.48616790771484
1995,2.0,100.51555633544922
1995,1.0,122.4063720703125
1994,12.0,94.76318359375
1994,11.0,94.6872787475586
1994,10.0,61.68622589111328
1994,9.0,85.29350280761719
1994,8.0,88.99729919433594
1994,7.0,75.43205261230469
1994,6.0,87.4688949584961
1994,5.0,94.5038833618164
1994,4.0,106.35444641113281
1994,3.0,83.22688293457031
1994,2.0,96.1456527709961
1994,1.0,82.29280090332031
1993,12.0,77.27201843261719
1993,11.0,89.25749969482422
1993,10.0,78.82251739501953
1993,9.0,116.02729797363281
1993,8.0,115.576171875
1993,7.0,106.50299072265625
1993,6.0,120.68006134033203
1993,5.0,133.50575256347656
1993,4.0,89.651123046875
1993,3.0,109.79681396484375
1993,2.0,106.97611999511719
1993,1.0,83.46498107910156
1992,12.0,87.8720932006836
1992,11.0,108.15007019042969
1992,10.0,161.2542266845703
1992,9.0,141.4432373046875
1992,8.0,122.40711975097656
1992,7.0,119.6131820678711
1992,6.0,122.29350280761719
1992,5.0,78.68047332763672
1992,4.0,89.85423278808594
1992,3.0,96.82842254638672
1992,2.0,154.596923828125
1992,1.0,116.36485290527344
1991,12.0,171.01097106933594
1991,11.0,140.61236572265625
1991,10.0,108.12096405029297
1991,9.0,127.29444122314453
1991,8.0,99.12208557128906
1991,7.0,80.64899444580078
1991,6.0,85.91903686523438
1991,5.0,82.1478271484375
1991,4.0,93.01464080810547
1991,3.0,107.93748474121094
1991,2.0,106.51805877685547
1991,1.0,204.0105438232422
1990,12.0,134.06153869628906
1990,11.0,152.4486083984375
1990,10.0,137.6742401123047
1990,9.0,165.93844604492188
1990,8.0,139.32269287109375
1990,7.0,86.2801742553711
1990,6.0,100.86434173583984
1990,5.0,97.38793182373047
1990,4.0,88.44817352294922
1990,3.0,104.46141052246094
1990,2.0,110.44627380371094
1990,1.0,92.32149505615234
1989,12.0,103.79668426513672
1989,11.0,105.0474853515625
1989,10.0,76.44955444335938
1989,9.0,74.69548034667969
1989,8.0,83.10930633544922
1989,7.0,78.256591796875
1989,6.0,95.78630828857422
1989,5.0,83.75286865234375
1989,4.0,92.37982940673828
1989,3.0,72.52325439453125
1989,2.0,51.350643157958984
1989,1.0,87.42640686035156
1988,12.0,77.8281021118164
1988,11.0,102.23400115966797
1988,10.0,98.25379943847656
1988,9.0,85.3568115234375
1988,8.0,94.88969421386719
1988,7.0,80.83588409423828
1988,6.0,88.28594970703125
1988,5.0,99.12745666503906
1988,4.0,97.85680389404297
1988,3.0,82.35363006591797
1988,2.0,102.03289031982422
1988,1.0,142.8728485107422
1987,12.0,149.01113891601562
1987,11.0,183.10252380371094
1987,10.0,170.3220672607422
1987,9.0,59.86959457397461
1987,8.0,52.79015350341797
1987,7.0,81.38941192626953
1987,6.0,106.5728530883789
1987,5.0,87.58505249023438
1987,4.0,79.53235626220703
1987,3.0,99.05958557128906
1987,2.0,76.96607208251953
1987,1.0,110.43331909179688
1986,12.0,87.97968292236328
1986,11.0,98.32894134521484
1986,10.0,91.82046508789062
1986,9.0,125.89421844482422
1986,8.0,118.30259704589844
1986,7.0,130.82106018066406
1986,6.0,115.05229187011719
1986,5.0,132.38616943359375
1986,4.0,102.47735595703125
1986,3.0,120.16004943847656
1986,2.0,118.99353790283203
1986,1.0,144.2664794921875
1985,12.0,104.17721557617188
1985,11.0,85.09912872314453
1985,10.0,93.09910583496094
1985,9.0,111.18446350097656
1985,8.0,111.24700927734375
1985,7.0,111.41510772705078
1985,6.0,119.5971450805664
1985,5.0,98.05365753173828
1985,4.0,84.77886962890625
1985,3.0,100.76148223876953
1985,2.0,78.31320190429688
1985,1.0,103.7488021850586
1984,12.0,129.87123107910156
1984,11.0,106.90444946289062
1984,10.0,91.10417175292969
1984,9.0,88.63725280761719
1984,8.0,103.43077087402344
1984,7.0,98.23896026611328
1984,6.0,107.43720245361328
1984,5.0,85.63728332519531
1984,4.0,88.73534393310547
1984,3.0,99.4737548828125
1984,2.0,122.94157409667969
1984,1.0,120.50577545166016
1983,12.0,81.43585205078125
1983,11.0,99.47738647460938
1983,10.0,97.20953369140625
1983,9.0,90.22024536132812
1983,8.0,84.14592742919922
1983,7.0,108.59049987792969
1983,6.0,106.10846710205078
1983,5.0,97.01246643066406
1983,4.0,103.4535140991211
1983,3.0,104.21082305908203
1983,2.0,115.98873901367188
1983,1.0,119.60696411132812
1982,12.0,111.54712677001953
1982,11.0,103.15013122558594
1982,10.0,108.55278778076172
1982,9.0,114.9473876953125
1982,8.0,116.8739242553711
1982,7.0,108.7554931640625
1982,6.0,125.7278060913086
1982,5.0,119.34410095214844
1982,4.0,110.73381042480469
1982,3.0,118.2138442993164
1982,2.0,101.9360122680664
1982,1.0,123.9594497680664
1981,12.0,87.0409927368164
1981,11.0,78.63443756103516
1981,10.0,101.42037200927734
1981,9.0,111.77701568603516
1981,8.0,79.28535461425781
1981,7.0,100.127197265625
1981,6.0,104.64600372314453
1981,5.0,80.36582946777344
1981,4.0,92.28021240234375
1981,3.0,81.11209869384766
1981,2.0,80.0308837890625
1981,1.0,109.16925811767578
1980,12.0,85.77848815917969
1980,11.0,96.39214324951172
1980,10.0,87.09196472167969
1980,9.0,80.98445129394531
1980,8.0,94.4590835571289
1980,7.0,102.06499481201172
1980,6.0,77.2616195678711
1980,5.0,81.989501953125
1980,4.0,95.0269546508789
1980,3.0,83.00114440917969
1980,2.0,77.07048034667969
1980,1.0,104.43278503417969
1979,12.0,105.3691635131836
1979,11.0,116.1563949584961
1979,10.0,120.16104888916016
1979,9.0,94.93368530273438
1979,8.0,65.00688171386719
1979,7.0,129.59658813476562
1979,6.0,93.99671936035156
1979,5.0,94.07613372802734
1979,4.0,95.04792022705078
1979,3.0,90.83338928222656
1979,2.0,108.878173828125
1979,1.0,85.15001678466797
1978,12.0,92.04876708984375
1978,11.0,93.70518493652344
1978,10.0,77.39667510986328
1978,9.0,83.70162963867188
1978,8.0,76.22604370117188
1978,7.0,103.36460876464844
1978,6.0,82.96484375
1978,5.0,79.21830749511719
1978,4.0,85.0693359375
1978,3.0,101.88348388671875
1978,2.0,97.02513122558594
1978,1.0,109.37018585205078
1977,12.0,117.11559295654297
1977,11.0,97.80889129638672
1977,10.0,97.91661071777344
1977,9.0,73.68521881103516
1977,8.0,71.94802856445312
1977,7.0,80.22698974609375
1977,6.0,70.41492462158203
1977,5.0,98.41832733154297
1977,4.0,83.68355560302734
1977,3.0,62.15658950805664
1977,2.0,72.60132598876953
1977,1.0,79.98651123046875
1976,12.0,79.4903564453125
1976,11.0,99.77877044677734
1976,10.0,70.5735855102539
1976,9.0,75.0714111328125
1976,8.0,79.23853302001953
1976,7.0,54.345272064208984
1976,6.0,62.33986282348633
1976,5.0,80.29100036621094
1976,4.0,64.39155578613281
1976,3.0,75.14356994628906
1976,2.0,65.12679290771484
1976,1.0,86.63314819335938
1975,12.0,100.86376190185547
1975,11.0,95.72262573242188
1975,10.0,105.81664276123047
1975,9.0,85.79560089111328
1975,8.0,81.19625854492188
1975,7.0,81.98846435546875
1975,6.0,79.6019287109375
1975,5.0,77.82867431640625
1975,4.0,83.95426177978516
1975,3.0,86.50275421142578
1975,2.0,78.77194213867188
1975,1.0,96.24026489257812
1974,12.0,120.38019561767578
1974,11.0,93.21525573730469
1974,10.0,91.89881896972656
1974,9.0,77.50254821777344
1974,8.0,112.01446533203125
1974,7.0,92.5079574584961
1974,6.0,90.92058563232422
1974,5.0,105.90605926513672
1974,4.0,77.31370544433594
1974,3.0,99.99369049072266
1974,2.0,109.72602081298828
1974,1.0,118.71155548095703
1973,12.0,112.02031707763672
1973,11.0,101.72004699707031
1973,10.0,103.71814727783203
1973,9.0,62.645259857177734
1973,8.0,99.78765869140625
1973,7.0,80.31189727783203
1973,6.0,98.06449127197266
1973,5.0,82.02454376220703
1973,4.0,72.55245208740234
1973,3.0,82.17804718017578
1973,2.0,82.56685638427734
1973,1.0,92.8237075805664
1972,12.0,66.05831909179688
1972,11.0,75.42694854736328
1972,10.0,56.23511505126953
1972,9.0,63.52885055541992
1972,8.0,60.90557861328125
1972,7.0,64.58624267578125
1972,6.0,57.130977630615234
1972,5.0,72.42741394042969
1972,4.0,58.78318786621094
1972,3.0,62.708553314208984
1972,2.0,53.1669921875
1972,1.0,83.31001281738281
1971,12.0,80.25196075439453
1971,11.0,113.88128662109375
1971,10.0,72.9177474975586
1971,9.0,77.79325866699219
1971,8.0,97.00557708740234
1971,7.0,71.0326919555664
1971,6.0,71.19012451171875
1971,5.0,56.6985969543457
1971,4.0,54.90763854980469
1971,3.0,56.23683166503906
1971,2.0,59.02602005004883
1971,1.0,69.0033187866211
1970,12.0,70.27073669433594
1970,11.0,58.35181427001953
1970,10.0,47.58483123779297
1970,9.0,58.8025016784668
1970,8.0,43.84640884399414
1970,7.0,49.26200866699219
1970,6.0,69.6214599609375
1970,5.0,75.37850189208984
1970,4.0,42.45149230957031
1970,3.0,40.65895462036133
1970,2.0,42.5462532043457
1970,1.0,56.043006896972656
1969,12.0,74.22593688964844
1969,11.0,54.52425765991211
1969,10.0,55.906089782714844
1969,9.0,47.24720001220703
1969,8.0,51.62115478515625
1969,7.0,63.03061294555664
1969,6.0,50.30533981323242
1969,5.0,51.7662239074707
1969,4.0,53.195011138916016
1969,3.0,57.02035903930664
1969,2.0,59.59177780151367
1969,1.0,65.94763946533203
1968,12.0,56.19827651977539
1968,11.0,67.57949829101562
1968,10.0,53.073604583740234
1968,9.0,42.70125961303711
1968,8.0,52.048492431640625
1968,7.0,56.49348068237305
1968,6.0,54.040809631347656
1968,5.0,60.48408889770508
1968,4.0,76.4150390625
1968,3.0,91.10498809814453
1968,2.0,60.624267578125
1968,1.0,106.39665985107422
1967,12.0,67.47095489501953
1967,11.0,64.61830139160156
1967,10.0,62.8795280456543
1967,9.0,39.52046585083008
1967,8.0,46.59029006958008
1967,7.0,42.298458099365234
1967,6.0,77.29192352294922
1967,5.0,49.81781005859375
1967,4.0,43.05897521972656
1967,3.0,49.358001708984375
1967,2.0,49.59184646606445
1967,1.0,66.87755584716797
1966,12.0,61.44903564453125
1966,11.0,49.02821350097656
1966,10.0,56.47536849975586
1966,9.0,49.38844299316406
1966,8.0,46.762542724609375
1966,7.0,46.00615310668945
1966,6.0,34.28120422363281
1966,5.0,51.00079345703125
1966,4.0,29.71722412109375
1966,3.0,47.2139778137207
1966,2.0,45.875633239746094
1966,1.0,59.783470153808594
1965,12.0,55.079593658447266
1965,11.0,34.24488067626953
1965,10.0,38.315128326416016
1965,9.0,37.94491195678711
1965,8.0,44.432228088378906
1965,7.0,41.39009475708008
1965,6.0,45.55638122558594
1965,5.0,40.64967346191406
1965,4.0,43.39658737182617
1965,3.0,25.874006271362305
1965,2.0,38.108341217041016
1965,1.0,36.32917404174805
1964,12.0,50.15733337402344
1964,11.0,43.798622131347656
1964,10.0,36.56494140625
1964,9.0,43.928977966308594
1964,8.0,52.334983825683594
1964,7.0,35.53628921508789
1964,6.0,40.306549072265625
1964,5.0,28.515474319458008
1964,4.0,34.70920944213867
1964,3.0,44.78541946411133
1964,2.0,35.37896728515625
1964,1.0,49.51094436645508
1963,12.0,49.6639404296875
1963,11.0,39.34792709350586
1963,10.0,34.41059494018555
1963,9.0,47.05776596069336
1963,8.0,41.85039520263672
1963,7.0,49.30331039428711
1963,6.0,45.99354934692383
1963,5.0,39.974273681640625
1963,4.0,34.92399215698242
1963,3.0,40.60670852661133
1963,2.0,54.3271369934082
1963,1.0,58.063331604003906
1962,12.0,41.248287200927734
1962,11.0,38.79069519042969
1962,10.0,43.53244400024414
1962,9.0,49.972103118896484
1962,8.0,55.122467041015625
1962,7.0,51.63606262207031
1962,6.0,53.72514343261719
1962,5.0,29.902374267578125
1962,4.0,35.06687545776367
1962,3.0,31.648828506469727
1962,2.0,28.510250091552734
1962,1.0,43.64852523803711
1961,12.0,34.20832061767578
1961,11.0,37.856689453125
1961,10.0,29.784791946411133
1961,9.0,34.10834884643555
1961,8.0,39.54563903808594
1961,7.0,34.116695404052734
1961,6.0,42.02440643310547
1961,5.0,34.99201583862305
1961,4.0,22.4534854888916
1961,3.0,29.457746505737305
1961,2.0,30.763587951660156
1961,1.0,45.98219299316406
1960,12.0,33.63793182373047
1960,11.0,49.29368591308594
1960,10.0,32.35335159301758
1960,9.0,33.123470306396484
1960,8.0,37.13847732543945
1960,7.0,38.621429443359375
1960,6.0,33.491455078125
1960,5.0,34.76274108886719
1960,4.0,34.07809829711914
1960,3.0,26.086862564086914
1960,2.0,43.39340591430664
1960,1.0,45.83526611328125
1959,12.0,33.62504577636719
1959,11.0,27.319738388061523
1959,10.0,26.40721893310547
1959,9.0,33.905357360839844
1959,8.0,30.146257400512695
1959,7.0,31.604961395263672
1959,6.0,27.022289276123047
1959,5.0,26.52694320678711
1959,4.0,30.38309669494629
1959,3.0,32.4815788269043
1959,2.0,35.48417282104492
1959,1.0,32.46114730834961
1958,12.0,36.66877746582031
1958,11.0,34.483238220214844
1958,10.0,30.09058952331543
1958,9.0,23.560762405395508
1958,8.0,30.381444931030273
1958,7.0,44.65729522705078
1958,6.0,42.007591247558594
1958,5.0,53.74629211425781
1958,4.0,39.66128921508789
1958,3.0,39.76089096069336
1958,2.0,41.42732620239258
1958,1.0,49.83979797363281
1957,12.0,44.43880844116211
1957,11.0,38.60612487792969
1957,10.0,23.647541046142578
1957,9.0,25.656452178955078
1957,8.0,37.40061569213867
1957,7.0,41.431236267089844
1957,6.0,40.46622085571289
1957,5.0,32.47182083129883
1957,4.0,30.692184448242188
1957,3.0,30.22292137145996
1957,2.0,43.276493072509766
1957,1.0,56.51106262207031
1956,12.0,40.628292083740234
1956,11.0,48.464210510253906
1956,10.0,33.70362854003906
1956,9.0,21.944469451904297
1956,8.0,28.826005935668945
1956,7.0,40.887386322021484
1956,6.0,29.775596618652344
1956,5.0,30.228870391845703
1956,4.0,38.20358657836914
1956,3.0,45.707923889160156
1956,2.0,50.98711013793945
1956,1.0,51.984458923339844
1955,12.0,28.032381057739258
1955,11.0,36.97562026977539
1955,10.0,30.72699737548828
1955,9.0,30.295133590698242
1955,8.0,32.80234146118164
1955,7.0,26.707141876220703
1955,6.0,23.621898651123047
1955,5.0,35.33110046386719
1955,4.0,40.43146514892578
1955,3.0,42.571598052978516
1955,2.0,53.741641998291016
1955,1.0,55.49054718017578
1954,12.0,32.903358459472656
1954,11.0,42.83280563354492
1954,10.0,43.427093505859375
1954,9.0,44.30973434448242
1954,8.0,36.316471099853516
1954,7.0,35.61130142211914
1954,6.0,57.60301208496094
1954,5.0,36.600582122802734
1954,4.0,33.64402770996094
1954,3.0,54.562034606933594
1954,2.0,66.41368865966797
1954,1.0,70.05538177490234
1953,12.0,52.97911071777344
1953,11.0,56.2180061340332
1953,10.0,47.95166778564453
1953,9.0,33.665802001953125
1953,8.0,44.8731689453125
1953,7.0,53.862388610839844
1953,6.0,74.44916534423828
1953,5.0,44.27014923095703
1953,4.0,58.25757598876953
1953,3.0,72.76110076904297
1953,2.0,42.60120391845703
1953,1.0,42.517093658447266
1952,12.0,48.10459899902344
1952,11.0,50.28921890258789
1952,10.0,63.926063537597656
1952,9.0,40.625431060791016
1952,8.0,41.55663299560547
1952,7.0,58.37101745605469
1952,6.0,65.03535461425781
1952,5.0,62.85959243774414
1952,4.0,42.3479118347168
1952,3.0,43.067230224609375
1952,2.0,42.192405700683594
1952,1.0,70.91930389404297
1951,12.0,35.97960662841797
1951,11.0,41.27049255371094
1951,10.0,45.35029602050781
1951,9.0,51.52090835571289
1951,8.0,55.52988815307617
1951,7.0,88.51915740966797
1951,6.0,60.474369049072266
1951,5.0,65.61259460449219
1951,4.0,60.76774215698242
1951,3.0,54.94166564941406
1951,2.0,51.642669677734375
1951,1.0,97.29051208496094
1950,12.0,67.38768768310547
1950,11.0,72.26731872558594
1950,10.0,55.63600158691406
1950,9.0,57.42730712890625
1950,8.0,66.34371185302734
1950,7.0,78.20221710205078
1950,6.0,60.90484619140625
1950,5.0,41.587581634521484
1950,4.0,42.23950958251953
1950,3.0,39.713890075683594
1950,2.0,49.59324645996094
1950,1.0,74.30217742919922
1949,12.0,48.72783279418945
1949,11.0,37.5526123046875
1949,10.0,48.69102478027344
1949,9.0,53.8007926940918
1949,8.0,52.864662170410156
1949,7.0,66.25606536865234
1949,6.0,56.18190383911133
1949,5.0,44.31493377685547
1949,4.0,54.15279006958008
1949,3.0,58.47041320800781
1949,2.0,72.50230407714844
1949,1.0,102.56137084960938
1948,12.0,58.4269905090332
1948,11.0,68.2014389038086
1948,10.0,68.99615478515625
1948,9.0,76.21752166748047
1948,8.0,51.403926849365234
1948,7.0,65.23048400878906
1948,6.0,54.71269607543945
1948,5.0,51.27586364746094
1948,4.0,64.30474090576172
1948,3.0,52.887752532958984
1948,2.0,63.11259078979492
