Y_Cost_Per_Ton,QuarterEnd,X1_Scrap_Price,X2_Electricity_Price,X3_Natural_Gas_Price,X4_Diesel_Price,X5_Rail_Price,X6_Disaster_Cost_Sum,X7_Hourly_Wage,X8_US_Scrap_Exports,X9_US_Dollar_Index,X10_Graphite_Price,X11_Economic_Policy_Uncertainty,X12_Inventory_Turnover,X13_PPI_All_Commodities
1050.0274199267226,2022-12-31,321.8996666666667,8.273333333333333,5.546666666666667,5.06,231.52033333333333,14757.9,32.833333333333336,3544943874.0,124.82148032786884,237.81066666666663,189.2291259765625,1.545123961652785,262.03833333333336
1041.7162812354493,2023-03-31,305.63166666666666,7.773333333333333,2.6533333333333333,4.4,232.92466666666667,16874.6,33.163333333333334,3678125401.0,120.34234354838708,239.364,171.62811279296875,1.2154192769301826,258.6526666666667
1065.8139040680023,2023-06-30,311.56600000000003,8.036666666666667,2.1633333333333336,3.9386666666666654,229.821,52207.9,33.54333333333333,3838419193.0,119.58965873015872,239.69066666666663,183.3006846110026,1.2512647043938363,254.81266666666667
1098.5471153846154,2023-09-30,289.89366666666666,8.446666666666667,2.59,4.2716666666666665,229.611,20071.7,33.906666666666666,3522671790.0,120.20475555555556,240.164,109.08454132080078,1.2602500172585134,256.8163333333334
1255.830161522469,2023-12-31,282.6266666666666,7.823333333333333,2.736666666666667,4.244333333333333,234.2503333333333,1314.4,34.19,3656214347.0,121.86107540983606,239.7733333333333,127.09095001220705,1.45096392566862,252.638
1062.6450835475578,2024-03-31,291.51166666666666,7.743333333333333,2.1300000000000003,3.973333333333333,234.709,20626.9,34.56,3732814727.0,121.00471612903226,249.94766666666663,118.16600799560548,1.1844983533816589,253.77566666666667
1094.4692319923677,2024-06-30,277.33933333333334,8.336666666666668,2.0866666666666664,3.8486666666666665,235.7623333333333,35694.7,34.88,4145135466.0,122.87737936507936,252.73033333333333,135.73266092936197,1.2693016599114952,256.0683333333333
1079.119754680439,2024-09-30,265.914,8.409999999999998,2.1133333333333333,3.689333333333333,237.27633333333333,92142.0,35.21,4030090949.0,122.934590625,253.6383333333333,136.90077463785806,1.2880003112979583,255.1553333333333
867.8808497536946,2024-12-31,262.96566666666666,8.043333333333333,2.4433333333333334,3.5336666666666665,237.231,34250.0,35.59,3960082426.0,126.0080564516129,254.788,184.395144144694,1.101931660251319,253.2383333333333
1057.833089311859,2025-03-31,263.685,8.200000000000001,4.146666666666667,3.6313333333333335,240.426,0.0,35.916666666666664,3960082426.0,127.85811639344264,256.941,337.4603322347005,1.394518432734993,258.461
1060.557184750733,2025-06-30,282.10133333333334,8.813333333333333,3.186666666666667,3.555,240.37466666666668,0.0,36.20666666666667,3960082426.0,122.76102063492064,252.3603333333333,554.8351745605469,1.3496921067363314,259.24133333333333
1082.521405373487,2025-09-30,280.035,9.06,3.026666666666667,3.757,240.63350000000003,0.0,36.48,3960082426.0,120.6528,240.8855,354.73972574869794,1.351082450483648,262.5025
